QueryNumber;List
1;[220, 915, 0.02757385611622948]
1;[221, 614, 0.027140401101029128]
1;[222, 469, 0.02706355784713932]
1;[223, 1137, 0.027014205833189406]
1;[224, 634, 0.026968252747252484]
1;[225, 454, 0.026832712363019887]
1;[226, 542, 0.026775739179943657]
1;[227, 904, 0.02671452098503464]
1;[228, 830, 0.026645600128629356]
1;[229, 923, 0.026508865849771895]
1;[230, 92, 0.026469730296055028]
1;[231, 281, 0.02634877197437633]
1;[232, 284, 0.026264936188803236]
1;[233, 292, 0.026249046020632567]
1;[234, 852, 0.026206346925215816]
1;[235, 488, 0.026073475348781565]
1;[236, 1121, 0.02597152539202051]
1;[237, 1103, 0.025962636634257862]
1;[238, 455, 0.025735266811797896]
1;[239, 270, 0.02571537109160635]
1;[240, 283, 0.0256929836071558]
1;[241, 425, 0.02568214188334083]
1;[242, 685, 0.025545042212837717]
1;[243, 1040, 0.025409119715370163]
1;[244, 652, 0.02536628333797417]
1;[245, 790, 0.02522898041627674]
1;[246, 705, 0.025207077179306574]
1;[247, 293, 0.025180707580263886]
1;[248, 971, 0.025152762188424375]
1;[249, 541, 0.025127656083676942]
1;[250, 936, 0.024983396333716726]
1;[251, 633, 0.02479146418494556]
1;[252, 334, 0.02454268608258294]
1;[253, 63, 0.024404222849369054]
1;[254, 62, 0.02440175601125714]
1;[255, 707, 0.024327969566069387]
1;[256, 269, 0.024183992377612665]
1;[257, 901, 0.024151662547378397]
1;[258, 466, 0.023987992902174186]
1;[259, 1179, 0.023802451973417908]
1;[260, 959, 0.02378814410940943]
1;[261, 965, 0.023768826951724338]
1;[262, 1169, 0.0236895675533652]
1;[263, 794, 0.023536734050582396]
1;[264, 471, 0.023393479091553954]
1;[265, 394, 0.0232895896522537]
1;[266, 187, 0.023232649265219688]
1;[267, 1092, 0.02309121779133286]
1;[268, 13, 0.02305777791823604]
1;[269, 174, 0.023050265914965166]
1;[270, 1135, 0.022762999207235013]
1;[271, 1117, 0.022633496131520107]
1;[272, 1163, 0.022517248450906878]
1;[273, 602, 0.022492329593590724]
1;[274, 59, 0.022446306756592815]
1;[275, 987, 0.02234277790664725]
1;[276, 717, 0.022275607084649242]
1;[277, 584, 0.022231177407774597]
1;[278, 905, 0.022227502148946292]
1;[279, 1155, 0.022193777993610372]
1;[280, 242, 0.022127770821620228]
1;[281, 3, 0.022058897703263323]
1;[282, 1181, 0.02200478565720201]
1;[283, 898, 0.021958478214712026]
1;[284, 482, 0.021943387315834825]
1;[285, 1224, 0.021757894399321354]
1;[286, 1164, 0.021722654416483873]
1;[287, 809, 0.021599475436158463]
1;[288, 223, 0.021568505481371823]
1;[289, 411, 0.021542056636469933]
1;[290, 912, 0.021425233036063245]
1;[291, 124, 0.021385720183528047]
1;[292, 680, 0.02125579631491546]
1;[293, 815, 0.021243383803551678]
1;[294, 963, 0.021153802664570242]
1;[295, 142, 0.021101171548858735]
1;[296, 589, 0.02109105037892563]
1;[297, 401, 0.02106919302871324]
1;[298, 858, 0.020962971018712834]
1;[299, 899, 0.02092789044994995]
1;[300, 320, 0.020888001194447264]
1;[301, 918, 0.020864955645341077]
1;[302, 336, 0.02075744690826793]
1;[303, 108, 0.020703586957855714]
1;[304, 226, 0.02068242102034952]
1;[305, 796, 0.020650053257550975]
1;[306, 1076, 0.020624911829263244]
1;[307, 1136, 0.020605696506077662]
1;[308, 1172, 0.020523905491643894]
1;[309, 1171, 0.020492540375223335]
1;[310, 140, 0.020467295830019286]
1;[311, 173, 0.020410894595073913]
1;[312, 418, 0.02039140836320753]
1;[313, 566, 0.02032804492352425]
1;[314, 565, 0.02032376376600273]
1;[315, 648, 0.02027926379147537]
1;[316, 1165, 0.020193005738510517]
1;[317, 1066, 0.020183793454200353]
1;[318, 489, 0.020181352277827254]
1;[319, 205, 0.020131000888738794]
1;[320, 1096, 0.020128572845942]
1;[321, 1162, 0.020112700439976355]
1;[322, 998, 0.020110228245074024]
1;[323, 964, 0.02009757378204611]
1;[324, 1200, 0.020061510924788674]
1;[325, 986, 0.02004684233783073]
1;[326, 731, 0.019988205273026916]
1;[327, 110, 0.019877220899221584]
1;[328, 870, 0.019851927136695778]
1;[329, 988, 0.019831048493448244]
1;[330, 924, 0.019806076892395462]
1;[331, 347, 0.019797494569084178]
1;[332, 585, 0.019770943271892386]
1;[333, 624, 0.01970825587733761]
1;[334, 697, 0.019647842772213934]
1;[335, 1128, 0.019643693000621756]
1;[336, 684, 0.01961994341018166]
1;[337, 944, 0.019551359741666104]
1;[338, 102, 0.019488557864554015]
1;[339, 243, 0.019400460547692403]
1;[340, 1178, 0.019369602566731443]
1;[341, 436, 0.019209967542705115]
1;[342, 148, 0.019150322966554455]
1;[343, 150, 0.0190426057752065]
1;[344, 1175, 0.019014260964474707]
1;[345, 926, 0.019012702950037902]
1;[346, 1106, 0.019008109859536385]
1;[347, 961, 0.018980923151895677]
1;[348, 355, 0.018978769548176948]
1;[349, 4, 0.018883896230273423]
1;[350, 85, 0.018836586094441204]
1;[351, 1067, 0.01878117874424579]
1;[352, 822, 0.018764134670132906]
1;[353, 1005, 0.01871098657626393]
1;[354, 755, 0.01867518684083945]
1;[355, 1205, 0.0186605999934195]
1;[356, 576, 0.018576525907779695]
1;[357, 1206, 0.018566934271586236]
1;[358, 1211, 0.018531931786523202]
1;[359, 1170, 0.018480231689499794]
1;[360, 785, 0.018418893377786946]
1;[361, 977, 0.018411509104807693]
1;[362, 190, 0.01833161008426973]
1;[363, 1019, 0.018325611238365666]
1;[364, 647, 0.018317611290620914]
1;[365, 438, 0.018312938787196992]
1;[366, 137, 0.01828346577590941]
1;[367, 1091, 0.01827960375018319]
1;[368, 1115, 0.01820844107914353]
1;[369, 31, 0.0181907862583981]
1;[370, 1222, 0.018154634336686473]
1;[371, 380, 0.018148740355336798]
1;[372, 248, 0.018073051664232835]
1;[373, 1233, 0.0180116543117628]
1;[374, 38, 0.017890861046442486]
1;[375, 951, 0.01787963482992597]
1;[376, 669, 0.01784325793690738]
1;[377, 597, 0.017840234038990536]
1;[378, 313, 0.017801702221950703]
1;[379, 771, 0.017772578275505296]
1;[380, 722, 0.017772213043459217]
1;[381, 831, 0.017730453810244382]
1;[382, 689, 0.017722318692821603]
1;[383, 141, 0.017669585986895577]
1;[384, 631, 0.01765705452388769]
1;[385, 751, 0.017541832329769587]
1;[386, 895, 0.01748951618368601]
1;[387, 535, 0.017450796637857972]
1;[388, 984, 0.017425686842362526]
1;[389, 378, 0.017348768668519327]
1;[390, 143, 0.017343227904938148]
1;[391, 424, 0.01731486770681599]
1;[392, 845, 0.017262966584827847]
1;[393, 1173, 0.017240931928013223]
1;[394, 118, 0.017121064393846426]
1;[395, 797, 0.017119735361665743]
1;[396, 1209, 0.01704629204174965]
1;[397, 572, 0.017023052958053092]
1;[398, 89, 0.017005708204369543]
1;[399, 144, 0.01699531192807303]
1;[400, 969, 0.016985699398272526]
1;[401, 588, 0.016952556016892398]
1;[402, 853, 0.016890800846509176]
1;[403, 33, 0.016863137613626452]
1;[404, 495, 0.016849671041600008]
1;[405, 989, 0.01682483151630563]
1;[406, 1099, 0.016822002258361852]
1;[407, 561, 0.01673738508854835]
1;[408, 1182, 0.016729110325305333]
1;[409, 946, 0.016704297485166414]
1;[410, 1158, 0.016681702434747918]
1;[411, 55, 0.01663683974726898]
1;[412, 1142, 0.01661180685206605]
1;[413, 206, 0.016578974900584457]
1;[414, 494, 0.01655609378808123]
1;[415, 798, 0.016507088512002492]
1;[416, 573, 0.01650027294044091]
1;[417, 415, 0.016367314502833994]
1;[418, 691, 0.01636011696353272]
1;[419, 1210, 0.016315331829474818]
1;[420, 358, 0.01626740182202341]
1;[421, 1167, 0.016087982940977474]
1;[422, 279, 0.01590518089498815]
1;[423, 312, 0.01588507779958977]
1;[424, 812, 0.015862398404672358]
1;[425, 278, 0.015846505863426428]
1;[426, 807, 0.01581392530212413]
1;[427, 829, 0.015781611911845423]
1;[428, 662, 0.015763977804997005]
1;[429, 83, 0.015745238681264234]
1;[430, 1157, 0.01565049438117789]
1;[431, 993, 0.015530146217383326]
1;[432, 811, 0.015498306994540294]
1;[433, 185, 0.015384344155527155]
1;[434, 869, 0.015348936461161639]
1;[435, 18, 0.015325629908671591]
1;[436, 726, 0.01528247487747553]
1;[437, 625, 0.015239759228666092]
1;[438, 404, 0.015164947807892943]
1;[439, 382, 0.015127816150080495]
1;[440, 51, 0.015120132966978304]
1;[441, 1057, 0.015116101565605115]
1;[442, 860, 0.015103845217833183]
1;[443, 694, 0.015028217599343427]
1;[444, 786, 0.015027201593484555]
1;[445, 632, 0.014817486251448596]
1;[446, 1148, 0.014788268436205097]
1;[447, 322, 0.014594239160822215]
1;[448, 828, 0.014556841837316982]
1;[449, 1177, 0.014546269144101481]
1;[450, 930, 0.01446842611328028]
1;[451, 748, 0.014456576961382354]
1;[452, 540, 0.014418957681559728]
1;[453, 1146, 0.014395889035794637]
1;[454, 1125, 0.014173787395758926]
1;[455, 956, 0.014145157287465026]
1;[456, 1014, 0.014139096271695375]
1;[457, 1203, 0.014118613702856846]
1;[458, 525, 0.014023612488696813]
1;[459, 236, 0.014007462537055277]
1;[460, 864, 0.013946419102336882]
1;[461, 1213, 0.013942940891455223]
1;[462, 833, 0.013854987822946509]
1;[463, 1190, 0.013848847357636349]
1;[464, 485, 0.01383895565111253]
1;[465, 1039, 0.013834564636181578]
1;[466, 628, 0.013813223265466943]
1;[467, 671, 0.013791835982739122]
1;[468, 170, 0.013747391728775376]
1;[469, 260, 0.013741005900591454]
1;[470, 1002, 0.01373735149402198]
1;[471, 1093, 0.013675265145121103]
1;[472, 508, 0.013659382648347217]
1;[473, 997, 0.013632245303899185]
1;[474, 881, 0.013590383146883465]
1;[475, 1192, 0.013582414629430571]
1;[476, 716, 0.013581410862834944]
1;[477, 175, 0.013490831660907908]
1;[478, 586, 0.013443062850679359]
1;[479, 397, 0.013389355420613916]
1;[480, 749, 0.01331305666548756]
1;[481, 314, 0.013252019847210701]
1;[482, 968, 0.013244847311853065]
1;[483, 902, 0.013145832607004653]
1;[484, 574, 0.013138196617634941]
1;[485, 780, 0.013058849510389828]
1;[486, 204, 0.012892309562271432]
1;[487, 704, 0.012891191154723654]
1;[488, 1049, 0.012765653336626371]
1;[489, 475, 0.012607845260434661]
1;[490, 1166, 0.012536489054961719]
1;[491, 520, 0.012462973527512375]
1;[492, 665, 0.012454673426248194]
1;[493, 104, 0.012442084690819203]
1;[494, 375, 0.012402788166833918]
1;[495, 571, 0.012286748010929964]
1;[496, 692, 0.012276648194040706]
1;[497, 1160, 0.012257468505535872]
1;[498, 1214, 0.012185568713711447]
1;[499, 273, 0.012121598563711448]
1;[500, 280, 0.01206003490486166]
1;[501, 623, 0.012043020510586115]
1;[502, 819, 0.011937886625850018]
1;[503, 655, 0.011897969885982625]
1;[504, 39, 0.01184825430550721]
1;[505, 126, 0.011834017711110738]
1;[506, 235, 0.011785088903618299]
1;[507, 272, 0.011739297642362022]
1;[508, 335, 0.011641071356154107]
1;[509, 1237, 0.011636379802523515]
1;[510, 357, 0.011627208889403683]
1;[511, 191, 0.011469822903239266]
1;[512, 210, 0.011422622312619451]
1;[513, 949, 0.011398651858249918]
1;[514, 740, 0.011309461437963107]
1;[515, 1024, 0.011296743016164533]
1;[516, 1007, 0.01127128070044335]
1;[517, 851, 0.011219317706715548]
1;[518, 554, 0.011176181543687184]
1;[519, 1060, 0.011150824305311164]
1;[520, 402, 0.011146425802250455]
1;[521, 1216, 0.011107664529513131]
1;[522, 217, 0.011092997609693529]
1;[523, 420, 0.011056396271355245]
1;[524, 877, 0.011002108838723981]
1;[525, 639, 0.010994277481187538]
1;[526, 1054, 0.010940079813023593]
1;[527, 972, 0.010934095942730794]
1;[528, 553, 0.010900621194710572]
1;[529, 301, 0.010878263764817611]
1;[530, 480, 0.010868717226606546]
1;[531, 954, 0.010847899395786198]
1;[532, 826, 0.010832953095908406]
1;[533, 48, 0.010831168452824768]
1;[534, 184, 0.010806337389505564]
1;[535, 610, 0.010802931677349135]
1;[536, 534, 0.010791711511695173]
1;[537, 1143, 0.010788595507864462]
1;[538, 121, 0.010779357425738536]
1;[539, 1207, 0.010773039929983016]
1;[540, 1204, 0.010639710106267198]
1;[541, 874, 0.010617395490722027]
1;[542, 297, 0.010561881471088061]
1;[543, 113, 0.010423044643769962]
1;[544, 1025, 0.010417904296925169]
1;[545, 802, 0.010415854156400558]
1;[546, 1082, 0.010381078282202623]
1;[547, 530, 0.01036556566682389]
1;[548, 42, 0.010355511939759107]
1;[549, 646, 0.010355178651546757]
1;[550, 715, 0.010330909431396371]
1;[551, 739, 0.01025869090425365]
1;[552, 934, 0.010219052068314177]
1;[553, 431, 0.010188221434325]
1;[554, 1114, 0.010139343621259459]
1;[555, 282, 0.010078536668440222]
1;[556, 1151, 0.009986498960620732]
1;[557, 229, 0.009968868918934174]
1;[558, 916, 0.009964060071373503]
1;[559, 231, 0.009958726425878577]
1;[560, 64, 0.009951039008979874]
1;[561, 793, 0.009912111355930292]
1;[562, 390, 0.009907593974255537]
1;[563, 985, 0.009897117018184054]
1;[564, 747, 0.009874767012797152]
1;[565, 700, 0.009846830226010168]
1;[566, 167, 0.009831021841609182]
1;[567, 764, 0.009820442641647605]
1;[568, 772, 0.009788821891623951]
1;[569, 1132, 0.009750678069119124]
1;[570, 752, 0.009732436617706782]
1;[571, 524, 0.009728451499508075]
1;[572, 306, 0.009719324357731315]
1;[573, 407, 0.009699484086738697]
1;[574, 68, 0.009667147942303512]
1;[575, 1058, 0.0096409252208246]
1;[576, 746, 0.009572755178930496]
1;[577, 391, 0.009570448720215253]
1;[578, 182, 0.009526447005718728]
1;[579, 339, 0.009423241797024796]
1;[580, 199, 0.00941060325155108]
1;[581, 683, 0.009297280361645673]
1;[582, 26, 0.009262233541349375]
1;[583, 883, 0.009248101232078403]
1;[584, 1126, 0.009236740360172507]
1;[585, 1156, 0.009235801485890451]
1;[586, 307, 0.00923235850796985]
1;[587, 745, 0.00906535846967227]
1;[588, 863, 0.009057467025465142]
1;[589, 903, 0.008936207094691744]
1;[590, 859, 0.00888957097797725]
1;[591, 161, 0.008858598260662383]
1;[592, 687, 0.008840059616172628]
1;[593, 1118, 0.00882740925986328]
1;[594, 698, 0.008790080187425973]
1;[595, 130, 0.008789170998864287]
1;[596, 227, 0.008765267196536232]
1;[597, 650, 0.008685252599790597]
1;[598, 736, 0.008620915461414792]
1;[599, 884, 0.008607275947372471]
1;[600, 931, 0.008579944653732888]
1;[601, 1053, 0.00854011139493199]
1;[602, 1147, 0.008532682801201123]
1;[603, 591, 0.008503071241079973]
1;[604, 1124, 0.008453985491483776]
1;[605, 310, 0.008437689624757687]
1;[606, 361, 0.008409098632518248]
1;[607, 1032, 0.008406195063996244]
1;[608, 255, 0.008367835379624546]
1;[609, 1012, 0.008345557156690567]
1;[610, 770, 0.008301550501616458]
1;[611, 590, 0.008283666363800353]
1;[612, 154, 0.008275245243101761]
1;[613, 169, 0.008274446690432808]
1;[614, 1056, 0.008233375784572849]
1;[615, 156, 0.008209378786233422]
1;[616, 80, 0.008207251290908255]
1;[617, 222, 0.008172956533537404]
1;[618, 929, 0.008124476013303397]
1;[619, 409, 0.008111198564357857]
1;[620, 160, 0.00807684846237585]
1;[621, 1134, 0.008075097635103747]
1;[622, 408, 0.008074608862211986]
1;[623, 657, 0.00801905070336299]
1;[624, 177, 0.008006429032167386]
1;[625, 992, 0.00800638774628289]
1;[626, 583, 0.007997073672628075]
1;[627, 897, 0.007981672660467431]
1;[628, 237, 0.007947610021149208]
1;[629, 254, 0.007941545280069087]
1;[630, 1239, 0.007891247619279076]
1;[631, 608, 0.007889245996108487]
1;[632, 1077, 0.007884490574970595]
1;[633, 528, 0.007883294511157466]
1;[634, 232, 0.007841246084940958]
1;[635, 727, 0.007829925494286686]
1;[636, 274, 0.007824962446513643]
1;[637, 594, 0.007818180293222647]
1;[638, 1141, 0.007809330116980313]
1;[639, 164, 0.0078080922143142365]
1;[640, 82, 0.007806656691507081]
1;[641, 88, 0.007790653658131311]
1;[642, 233, 0.007780116542415272]
1;[643, 1198, 0.007779325179960805]
1;[644, 677, 0.007761817915727027]
1;[645, 1083, 0.00774234629372173]
1;[646, 888, 0.007741871672027605]
1;[647, 1035, 0.007689292871218095]
1;[648, 942, 0.007686168957348456]
1;[649, 21, 0.007683383411726369]
1;[650, 449, 0.007682365153587918]
1;[651, 369, 0.007665691464708014]
1;[652, 271, 0.007661560790788955]
1;[653, 1009, 0.007654976859438625]
1;[654, 873, 0.007654163157301355]
1;[655, 670, 0.007628713199738035]
1;[656, 728, 0.007623889727248794]
1;[657, 579, 0.007604864266373884]
1;[658, 230, 0.007580695695341687]
1;[659, 245, 0.0075806326119308475]
1;[660, 706, 0.0075766501764545045]
1;[661, 1111, 0.007574583964164595]
1;[662, 626, 0.007572680023307653]
1;[663, 196, 0.007558877050195145]
1;[664, 983, 0.007556549802242699]
1;[665, 618, 0.007535764493006337]
1;[666, 599, 0.007519827596432038]
1;[667, 889, 0.007509700011340576]
1;[668, 50, 0.007502817936454833]
1;[669, 119, 0.007424791989072583]
1;[670, 640, 0.007408187138848177]
1;[671, 806, 0.007384852057726843]
1;[672, 598, 0.007382855335625696]
1;[673, 479, 0.0073790528408563885]
1;[674, 775, 0.0073689818153998676]
1;[675, 472, 0.007367012675217142]
1;[676, 865, 0.007357002280593457]
1;[677, 1223, 0.0073484796186750224]
1;[678, 323, 0.007346569742958275]
1;[679, 1, 0.0073411430551442855]
1;[680, 195, 0.007236834343123854]
1;[681, 5, 0.007225488465931447]
1;[682, 1062, 0.007225034025388422]
1;[683, 995, 0.00722007447683326]
1;[684, 548, 0.007218268397588893]
1;[685, 349, 0.007208070423079646]
1;[686, 396, 0.007203808120862049]
1;[687, 569, 0.007194110767011441]
1;[688, 446, 0.007183189287864346]
1;[689, 460, 0.007148398718660542]
1;[690, 784, 0.00714304309692661]
1;[691, 1010, 0.00712892649559785]
1;[692, 1017, 0.007128782428488178]
1;[693, 862, 0.007127583393445009]
1;[694, 843, 0.007074145751537696]
1;[695, 737, 0.0070714581515881735]
1;[696, 1108, 0.007062900201336194]
1;[697, 555, 0.007057522455780092]
1;[698, 410, 0.007054622915353622]
1;[699, 212, 0.007046886090028099]
1;[700, 616, 0.007030595755785343]
1;[701, 907, 0.007008437835062808]
1;[702, 1073, 0.0070052734966328]
1;[703, 65, 0.007004386126663575]
1;[704, 332, 0.006995081768341869]
1;[705, 15, 0.00694931675386407]
1;[706, 1131, 0.00694329451181487]
1;[707, 1226, 0.00693660847684558]
1;[708, 1101, 0.0069297796876231525]
1;[709, 577, 0.006927766308721442]
1;[710, 668, 0.006918728450974754]
1;[711, 253, 0.006914448116320249]
1;[712, 630, 0.006905554526866115]
1;[713, 672, 0.006851500566510641]
1;[714, 155, 0.006839059975074425]
1;[715, 1075, 0.006831808607610444]
1;[716, 953, 0.006812475695745299]
1;[717, 695, 0.00680459008249874]
1;[718, 22, 0.006803217086751811]
1;[719, 696, 0.006803133876083141]
1;[720, 832, 0.006799880361092411]
1;[721, 605, 0.006791578371698018]
1;[722, 913, 0.006789727390864604]
1;[723, 228, 0.006788632277005728]
1;[724, 556, 0.006788216017736952]
1;[725, 1074, 0.006778304821696371]
1;[726, 1068, 0.006762123616258765]
1;[727, 209, 0.006756817770295597]
